date,adj_open,adj_high,adj_low,adj_close,adj_volume
2002-10-02,47.7194,47.8477,47.5055,47.8317,170179.0
2002-10-03,47.7514,47.8637,47.4841,47.714,55916.0
2002-10-04,47.2702,47.9761,47.2702,47.8638,244983.0
2002-10-07,48.0723,48.1044,47.837,47.944,811249.0
2002-10-08,47.8584,48.4038,47.7835,47.96,992836.0
2002-10-09,48.2861,48.3289,48.099,48.2059,753464.0
2002-10-10,48.2167,48.2167,47.7407,47.8263,181586.0
2002-10-11,47.6445,47.7087,47.0884,47.2595,788808.0
2002-10-14,47.3236,47.3504,47.0937,47.19,34222.0
2002-10-15,46.5216,46.682,46.067,46.0724,555606.0
2002-10-16,46.3077,46.3077,45.928,46.0938,234136.0
2002-10-17,45.5269,45.7515,45.4895,45.5323,436481.0
2002-10-18,45.4628,45.6607,45.0671,45.65,858562.0
2002-10-21,45.7195,45.773,45.1848,45.2061,252276.0
2002-10-22,45.3719,45.3719,45.035,45.0778,383370.0
2002-10-23,45.3185,45.5591,45.0137,45.0939,238998.0
2002-10-24,45.0029,45.5858,44.9602,45.4895,635086.0
2002-10-25,45.6393,45.7516,45.5323,45.6553,273221.0
2002-10-28,45.7515,45.7943,45.559,45.5911,182895.0
2002-10-29,45.8906,46.4627,45.8638,46.1847,233762.0
2002-10-30,46.1847,46.3505,46.0243,46.1686,59656.0
2002-10-31,46.0136,46.4467,45.9975,46.3772,958800.0
2002-11-01,46.3552,46.6936,45.7912,46.1833,232900.0
2002-11-04,45.9147,46.0598,45.7912,45.9792,637636.0
2002-11-05,45.9792,45.9792,45.7052,45.8019,137394.0
2002-11-06,45.6837,46.2638,45.6085,45.9845,220613.0
2002-11-07,46.7581,47.1233,46.6506,47.1233,275347.0
2002-11-08,47.4832,47.6175,47.2415,47.5047,548646.0
2002-11-11,47.5638,47.7625,47.4832,47.7625,130319.0
2002-11-12,47.886,47.886,47.4671,47.4885,920244.0
2002-11-13,47.51,47.6389,47.2468,47.5906,194921.0
2002-11-14,47.0803,47.0803,46.6022,46.6022,219682.0
2002-11-15,46.4841,46.8547,46.3337,46.7902,206091.0
2002-11-18,46.7419,47.0695,46.7096,46.9997,59947.0
2002-11-19,47.2414,47.3918,47.0051,47.1716,96436.0
2002-11-20,47.3757,47.3865,46.6291,46.7097,572290.0
2002-11-21,46.4626,46.4626,46.1188,46.2585,601705.0
2002-11-22,46.3713,46.4035,46.1296,46.2155,344044.0
2002-11-25,46.194,46.3981,46.0866,46.1296,536545.0
2002-11-26,46.3015,46.7419,46.2746,46.7097,703354.0
2002-11-27,46.3283,46.3713,45.6354,45.6569,606173.0
2002-11-29,45.7428,45.9953,45.7321,45.9523,59016.0
2002-12-02,45.5201,46.0813,45.4068,45.995,527990.0
2002-12-03,46.2432,46.2432,45.9302,46.0597,210899.0
2002-12-04,46.351,46.405,46.1622,46.2971,239069.0
2002-12-05,46.0165,46.5561,46.0057,46.4158,382510.0
2002-12-06,46.9446,46.9932,46.2755,46.4968,816355.0
2002-12-09,46.5129,46.8637,46.4967,46.7557,741855.0
2002-12-10,46.7342,46.9069,46.6748,46.8799,280952.0
2002-12-11,47.0255,47.2953,46.923,47.1928,303562.0
2002-12-12,46.977,47.2684,46.977,47.1497,251671.0
2002-12-13,47.0202,47.031,46.691,46.691,789112.0
2002-12-16,46.8907,46.8907,46.3187,46.3403,214420.0
2002-12-17,46.5669,46.5939,46.2324,46.3403,538553.0
2002-12-18,46.664,46.7773,46.5399,46.7018,353970.0
2002-12-19,46.8367,47.209,46.7557,47.1173,249076.0
2002-12-20,47.0687,47.2468,47.0256,47.1497,77651.0
2002-12-23,47.1389,47.1605,46.5399,47.1605,137510.0
2002-12-24,47.4842,47.5274,47.3979,47.4249,86361.0
2002-12-26,47.4302,47.5165,47.3385,47.5165,25018.0
2002-12-27,47.781,48.04,47.6353,48.04,259825.0
2002-12-30,47.9698,48.1533,47.8241,48.1533,509457.0
2002-12-31,48.2379,48.444,47.8962,48.0318,201732.0
2003-01-02,47.56,47.6685,46.752,46.79,354229.0
2003-01-03,46.7195,46.931,46.5459,46.8984,573848.0
2003-01-06,46.7303,46.7954,46.5351,46.7737,65645.0
2003-01-07,46.7411,47.0448,46.7303,46.9418,128710.0
2003-01-08,47.1153,47.2563,47.0611,47.175,295222.0
2003-01-09,46.7303,46.7303,46.1067,46.2694,437946.0
2003-01-10,46.5947,46.5947,46.1609,46.3886,267746.0
2003-01-13,46.3887,46.5676,46.3128,46.4646,98284.0
2003-01-14,46.6381,46.79,46.6164,46.6273,182370.0
2003-01-15,46.79,47.0178,46.7466,46.8551,238980.0
2003-01-16,46.8442,46.9635,46.432,46.9201,106766.0
2003-01-17,47.2347,47.3106,47.1425,47.1533,180157.0
2003-01-21,47.1154,47.4245,47.072,47.4245,198228.0
2003-01-22,47.5492,47.6685,47.4624,47.6576,197490.0
2003-01-23,47.354,47.5601,47.3431,47.4245,204129.0
2003-01-24,47.5817,47.9613,47.5817,47.7064,526089.0
2003-01-27,47.6685,47.7444,47.4516,47.5329,277519.0
2003-01-28,47.5329,47.6034,47.2346,47.5329,838460.0
2003-01-29,47.6305,47.6576,47.1696,47.2726,408258.0
2003-01-30,47.2889,47.6685,47.2346,47.6251,200256.0
2003-01-31,47.6684,47.8366,47.4732,47.7552,336158.0
2003-02-03,47.7106,47.8412,47.5147,47.8249,101431.0
2003-02-04,48.0916,48.1079,47.9501,48.0371,104555.0
2003-02-05,48.0154,48.2712,47.58,47.6235,410321.0
2003-02-06,47.8031,48.0317,47.7759,48.0099,222158.0
2003-02-07,47.7651,48.1732,47.6889,48.1188,454238.0
2003-02-10,47.9555,48.1079,47.7215,47.7814,140755.0
2003-02-11,47.6725,47.8412,47.58,47.7705,476105.0
2003-02-12,47.7814,47.9609,47.7106,47.9392,222893.0
2003-02-13,48.0371,48.5324,47.9827,48.2004,808883.0
2003-02-14,48.0535,48.0916,47.678,47.7868,1524603.0
2003-02-18,47.6508,47.8794,47.5311,47.8467,391762.0
2003-02-19,48.1025,48.2712,48.0263,48.1732,114110.0
2003-02-20,48.0752,48.38,48.0752,48.3365,894328.0
2003-02-21,48.195,48.282,48.0045,48.0535,460119.0
2003-02-24,48.3691,48.38,48.2276,48.282,309073.0
2003-02-25,48.6521,48.7882,48.4344,48.5052,658756.0
2003-02-26,48.6412,48.8426,48.516,48.8426,613737.0
2003-02-27,48.6848,48.9732,48.6031,48.9242,1278373.0
2003-02-28,48.8045,49.2725,48.75,49.2344,391579.0
2003-03-03,49.1634,49.4092,49.1142,49.2945,373631.0
2003-03-04,49.2344,49.4092,49.1743,49.3273,152125.0
2003-03-05,49.5021,49.5076,49.1853,49.4912,230659.0
2003-03-06,49.4639,49.5349,49.1962,49.3,303884.0
2003-03-07,49.5567,49.595,49.1907,49.4693,482920.0
2003-03-10,49.6058,49.726,49.5348,49.726,269468.0
2003-03-11,49.7042,49.797,49.5622,49.6386,151576.0
2003-03-12,49.666,49.9063,49.6441,49.8189,832570.0
2003-03-13,49.2453,49.3764,48.9012,48.9012,1519790.0
2003-03-14,49.1087,49.2289,48.9558,49.1415,1081720.0
2003-03-17,49.4474,49.4474,48.5406,48.5516,1326109.0
2003-03-18,48.5953,48.7264,48.0763,48.0927,760077.0
2003-03-19,48.0928,48.1091,47.7049,47.7377,729322.0
2003-03-20,47.9726,48.0436,47.3935,47.6612,378391.0
2003-03-21,47.4809,47.5519,47.0057,47.0057,1543953.0
2003-03-24,47.5792,47.8524,47.4427,47.7486,684289.0
2003-03-25,47.8797,47.9725,47.47,47.694,1110094.0
2003-03-26,47.6612,47.8797,47.6612,47.7923,566579.0
2003-03-27,47.9343,47.9998,47.7049,47.825,350748.0
2003-03-28,48.0272,48.1146,47.9179,47.9343,463881.0
2003-03-31,48.2347,48.5789,48.2347,48.5625,1178560.0
2003-04-01,48.4956,48.7095,48.2213,48.4243,528260.0
2003-04-02,48.0841,48.1115,47.8811,47.9195,569092.0
2003-04-03,47.8647,48.0457,47.8044,47.8921,447691.0
2003-04-04,47.7605,47.8921,47.6617,47.755,337044.0
2003-04-07,47.2997,47.6508,47.1351,47.6453,884809.0
2003-04-08,47.755,48.0512,47.722,48.0293,354908.0
2003-04-09,47.947,48.1993,47.8208,48.1719,186659.0
2003-04-10,48.139,48.1938,47.9195,47.947,97157.0
2003-04-11,47.6288,47.9031,47.5027,47.8702,820280.0
2003-04-14,47.7824,47.7879,47.5685,47.7385,377511.0
2003-04-15,47.9086,48.0183,47.7495,47.9964,234235.0
2003-04-16,48.0183,48.2213,47.9854,48.1939,178092.0
2003-04-17,48.4078,48.4956,48.1664,48.2706,193586.0
2003-04-21,47.9909,48.1829,47.8702,48.1664,269781.0
2003-04-22,48.3584,48.4188,48.0677,48.139,546671.0
2003-04-23,48.1555,48.2817,48.0567,48.2378,77835.0
2003-04-24,48.4956,48.8192,48.4956,48.6711,362746.0
2003-04-25,48.6876,48.8796,48.6492,48.7809,965561.0
2003-04-28,48.8741,48.8741,48.704,48.704,146739.0
2003-04-29,48.5669,48.6986,48.4517,48.6218,323555.0
2003-04-30,48.7096,49.11,48.6767,49.0716,534822.0
2003-05-01,49.1946,49.4152,48.974,49.0953,419213.0
2003-05-02,49.1174,49.1229,48.6817,48.7093,419757.0
2003-05-05,48.7037,49.0126,48.6431,48.9685,140886.0
2003-05-06,48.9961,49.3049,48.8196,49.2111,472521.0
2003-05-07,49.6358,49.8178,49.5365,49.7847,556473.0
2003-05-08,49.9667,50.1322,49.7902,49.906,793096.0
2003-05-09,49.8012,49.9777,49.7461,49.9557,199452.0
2003-05-12,50.2645,50.2921,50.0384,50.2701,661276.0
2003-05-13,50.1322,50.3914,50.0936,50.3803,413048.0
2003-05-14,50.6451,51.2793,50.5292,51.1524,2586540.0
2003-05-15,51.0697,51.6047,51.0697,51.3124,1469242.0
2003-05-16,51.5551,51.7095,51.2628,51.6874,1276316.0
2003-05-19,51.9025,51.9742,51.362,51.5109,1482842.0
2003-05-20,51.3731,52.272,51.3565,52.272,1099890.0
2003-05-21,51.9797,52.7573,51.908,52.2665,3263048.0
2003-05-22,52.4485,52.7794,52.3382,52.7298,1044770.0
2003-05-23,52.818,53.0607,52.7463,52.8621,1252200.0
2003-05-27,52.7353,52.7849,51.908,51.908,1534698.0
2003-05-28,51.7867,51.919,51.4613,51.8198,1324548.0
2003-05-29,52.0073,52.2831,51.8805,52.272,921652.0
2003-05-30,52.09,52.25,51.8253,52.1728,1309497.0
2003-06-02,51.9944,51.9944,51.5569,51.7895,864150.0
2003-06-03,51.9279,52.3821,51.9003,52.2049,703092.0
2003-06-04,52.3156,52.4541,52.0885,52.3599,711578.0
2003-06-05,52.7255,52.8252,51.9502,51.9502,1482198.0
2003-06-06,51.8947,52.1439,51.7175,52.1384,499784.0
2003-06-09,52.4485,52.5482,52.2104,52.4873,509534.0
2003-06-10,52.659,53.1298,52.6535,53.1132,965623.0
2003-06-11,53.307,53.5008,53.0024,53.0467,1144015.0
2003-06-12,53.2294,53.5728,53.1741,53.462,569479.0
2003-06-13,53.6836,53.8775,53.5895,53.8221,863788.0
2003-06-16,53.9993,54.0879,53.3125,53.3125,1425143.0
2003-06-17,53.1519,53.1851,52.8362,52.8916,1248738.0
2003-06-18,52.648,52.648,52.1717,52.216,1187347.0
2003-06-19,52.0387,52.3267,51.7839,52.1162,1476422.0
2003-06-20,52.0055,52.0886,51.5237,51.9224,1014192.0
2003-06-23,51.9612,52.299,51.8006,52.2326,1480393.0
2003-06-24,52.144,52.7144,52.0664,52.7144,528853.0
2003-06-25,52.8473,52.8861,51.7563,51.8726,1810634.0
2003-06-26,51.6455,51.6455,51.0196,51.1747,2570783.0
2003-06-27,51.2578,51.2578,50.704,50.992,1328724.0
2003-06-30,50.9089,51.2412,50.776,51.2301,978442.0
2003-07-01,51.2318,51.4208,50.876,50.976,807611.0
2003-07-02,50.7036,51.1873,50.6536,51.1039,609395.0
2003-07-03,50.9816,50.9872,50.37,50.37,1005646.0
2003-07-07,50.1921,50.3645,50.0476,50.0476,837109.0
2003-07-08,50.2755,50.3033,49.8307,50.092,700769.0
2003-07-09,50.3311,50.4201,50.0976,50.2533,486365.0
2003-07-10,50.4201,50.4534,50.1032,50.2366,1291458.0
2003-07-11,50.2033,50.4757,50.1532,50.4757,700588.0
2003-07-14,50.4145,50.5201,49.8307,49.8975,838009.0
2003-07-15,49.7807,49.9586,48.5909,48.7299,5703824.0
2003-07-16,48.5965,49.3248,48.452,49.0079,2168139.0
2003-07-17,48.552,48.9468,48.4686,48.8578,1853728.0
2003-07-18,48.7299,48.9023,48.6132,48.7577,990717.0
2003-07-21,48.6466,48.7021,47.618,47.7237,2280017.0
2003-07-22,47.796,48.0128,47.5013,47.9572,2836350.0
2003-07-23,48.2574,48.3964,48.035,48.1184,2472656.0
2003-07-24,47.757,47.8571,47.5624,47.6959,1261060.0
2003-07-25,47.8015,48.1573,47.479,47.568,2290629.0
2003-07-28,47.3901,47.4179,46.9231,46.9286,2281636.0
2003-07-29,46.8008,47.4512,46.2893,46.2893,3847933.0
2003-07-30,46.5561,47.101,46.4616,46.8119,3531546.0
2003-07-31,46.5284,46.5395,45.7167,46.117,8465343.0
2003-08-01,45.8533,46.2387,45.7863,46.0823,5481056.0
2003-08-04,46.0655,46.4788,45.9929,46.4788,3327988.0
2003-08-05,46.4733,46.5179,45.6858,45.8142,4320457.0
2003-08-06,46.0767,46.786,46.0041,46.719,4565219.0
2003-08-07,46.8028,46.9424,46.4342,46.9145,3216440.0
2003-08-08,47.1044,47.3557,46.719,46.7246,4295570.0
2003-08-11,46.6632,46.6743,46.3057,46.49,2426116.0
2003-08-12,46.5906,46.719,46.2443,46.2722,2746972.0
2003-08-13,45.9091,45.9929,45.345,45.3786,4043112.0
2003-08-14,45.4847,45.8533,45.1887,45.8254,2886810.0
2003-08-15,45.9092,46.0767,45.7416,45.7975,922282.0
2003-08-18,45.965,46.1325,45.803,46.0097,1173310.0
2003-08-19,46.1046,46.719,46.0767,46.719,1945370.0
2003-08-20,46.8196,46.8419,46.2108,46.4677,901691.0
2003-08-21,46.3895,46.6073,46.032,46.356,1403029.0
2003-08-22,46.328,46.8307,46.3001,46.5626,739831.0
2003-08-25,46.5347,46.6576,45.9371,46.1996,1160596.0
2003-08-26,46.0488,46.5626,45.9762,46.5626,1499001.0
2003-08-27,46.5067,46.5067,46.1381,46.3504,732490.0
2003-08-28,46.4844,46.9033,46.4844,46.8307,997662.0
2003-08-29,46.8809,46.9089,46.5682,46.719,1165789.0
2003-09-02,46.9165,46.9277,46.0245,46.0357,1548483.0
2003-09-03,46.2713,46.2713,45.9347,46.1086,1140640.0
2003-09-04,46.2769,46.4003,46.0918,46.3667,1003386.0
2003-09-05,46.7875,47.1746,46.6584,47.1633,1493759.0
2003-09-08,46.9165,47.3765,46.6753,46.6753,1107128.0
2003-09-09,46.8547,47.0904,46.5181,47.0118,1069339.0
2003-09-10,47.0679,47.5167,47.0231,47.4887,2292155.0
2003-09-11,47.2699,47.3372,47.0119,47.1801,1532083.0
2003-09-12,47.6963,47.8982,47.3765,47.5055,2451513.0
2003-09-15,47.4046,47.6233,47.1858,47.4326,654366.0
2003-09-16,47.3316,47.4046,47.068,47.3597,1167912.0
2003-09-17,47.528,47.9992,47.3933,47.9487,2181637.0
2003-09-18,48.0497,48.0497,47.5897,47.9824,1096255.0
2003-09-19,48.0497,48.2629,47.9599,48.0385,1549552.0
2003-09-22,47.685,47.786,47.2531,47.657,2007841.0
2003-09-23,47.6177,47.988,47.4831,47.9824,1126736.0
2003-09-24,47.988,48.5209,47.8758,48.3975,1791977.0
2003-09-25,48.4144,48.65,48.3302,48.6388,1509445.0
2003-09-26,48.7734,49.082,48.7061,49.0764,3332793.0
2003-09-29,48.8183,49.0595,48.6163,48.6836,1324419.0
2003-09-30,48.807,49.5083,48.7846,49.4914,2894651.0
2003-10-01,49.2926,49.5348,49.2081,49.3039,1654228.0
2003-10-02,48.9208,49.2644,48.6729,49.0785,2119664.0
2003-10-03,48.4758,48.5603,47.9406,48.0476,2576044.0
2003-10-06,47.9519,48.3293,47.9293,48.2561,900337.0
2003-10-07,48.1378,48.2054,47.6758,47.6984,1054772.0
2003-10-08,47.5744,47.873,47.5181,47.6871,1441038.0
2003-10-09,47.2758,47.3941,47.1237,47.3491,2459598.0
2003-10-10,47.6026,47.7322,47.4899,47.6307,455494.0
2003-10-13,47.518,47.6025,47.4448,47.4448,206445.0
2003-10-14,47.1801,47.3772,47.0674,47.1181,598391.0
2003-10-15,46.8477,46.9266,46.6731,46.8871,826493.0
2003-10-16,47.028,47.1913,46.6167,46.7012,1002761.0
2003-10-17,46.8026,47.1463,46.7632,47.0618,629277.0
2003-10-20,47.0111,47.4054,46.9942,47.2195,499872.0
2003-10-21,47.3378,47.535,47.2364,47.3941,762766.0
2003-10-22,47.6589,47.8842,47.5462,47.8561,1416541.0
2003-10-23,47.8843,47.8843,47.3322,47.5068,1873809.0
2003-10-24,47.8842,48.2223,47.6927,48.0364,2506815.0
2003-10-27,47.9687,48.0701,47.7716,47.9406,615787.0
2003-10-28,47.7997,48.2729,47.642,48.1941,3905784.0
2003-10-29,48.042,48.0814,47.6645,47.7603,1644820.0
2003-10-30,47.3209,47.6307,47.2082,47.5462,1662040.0
2003-10-31,47.7321,48.0082,47.1744,47.9913,1575236.0
2003-11-03,47.8317,47.8431,47.5376,47.7639,1693083.0
2003-11-04,47.8827,48.0637,47.8487,48.0354,435778.0
2003-11-05,47.9788,47.9788,47.6621,47.7073,486339.0
2003-11-06,47.3849,47.4698,47.2322,47.2605,1523190.0
2003-11-07,47.0172,47.2831,46.9776,47.2322,1282937.0
2003-11-10,47.2887,47.4245,47.0625,47.1926,979218.0
2003-11-11,47.2038,47.2321,47.1529,47.1982,176609.0
2003-11-12,47.4358,47.5999,47.3962,47.5433,568191.0
2003-11-13,47.8544,48.2899,47.8204,48.2786,1627141.0
2003-11-14,48.2504,48.6237,48.1938,48.6011,857059.0
2003-11-17,48.7255,48.98,48.618,48.6746,1228664.0
2003-11-18,48.6293,48.9914,48.5219,48.9744,1117642.0
2003-11-19,48.8839,48.997,48.3974,48.4314,979218.0
2003-11-20,48.7877,48.9235,48.5332,48.9008,659943.0
2003-11-21,48.9744,49.1724,48.9291,48.9291,913808.0
2003-11-24,48.7481,48.8217,48.5049,48.5275,1014399.0
2003-11-25,48.618,48.9405,48.618,48.7934,528060.0
2003-11-26,48.7029,48.8726,48.2673,48.5954,1085114.0
2003-11-28,48.2787,48.307,48.1542,48.1542,550335.0
2003-12-01,47.9769,48.0735,47.6358,47.8859,1946710.0
2003-12-02,47.9768,48.0905,47.7495,48.0905,1036334.0
2003-12-03,48.0394,48.1929,47.721,47.8973,2543952.0
2003-12-04,47.8972,48.1303,47.8575,48.0052,987781.0
2003-12-05,48.4884,49.0171,48.3861,48.7726,2047336.0
2003-12-08,48.7613,48.7613,48.3691,48.4316,767355.0
2003-12-09,48.5737,48.7158,47.9541,48.0905,1652224.0
2003-12-10,48.3577,48.3747,48.0621,48.1701,977577.0
2003-12-11,48.0394,48.5339,47.9598,48.5169,898062.0
2003-12-12,48.5567,48.8182,48.5567,48.6078,973003.0
2003-12-15,48.6021,48.8182,48.4202,48.5794,1213835.0
2003-12-16,48.5453,48.8068,48.4714,48.7386,814149.0
2003-12-17,49.0171,49.2558,49.0,49.0683,937820.0
2003-12-18,49.0569,49.5116,49.0569,49.5116,1245676.0
2003-12-19,49.4377,49.4946,49.2331,49.4946,840185.0
2003-12-22,49.523,49.6481,49.2558,49.3582,850916.0
2003-12-23,49.1876,49.2842,48.8011,48.8011,785650.0
2003-12-24,49.0967,49.2615,48.983,49.2615,244350.0
2003-12-26,49.398,49.4775,49.398,49.4434,141614.0
2003-12-29,49.2843,49.3241,48.983,49.0,330374.0
2003-12-30,48.7727,48.9659,48.659,48.8011,692942.0
2003-12-31,48.7554,48.8696,48.7154,48.8011,300118.0
2004-01-02,48.5955,48.5955,48.0187,48.2243,1518279.0
2004-01-05,47.9787,48.19,47.9159,48.0986,1096817.0
2004-01-06,48.2814,48.7668,48.2586,48.6298,1209055.0
2004-01-07,48.6012,48.9438,48.4812,48.8239,441248.0
2004-01-08,48.7154,48.9096,48.6469,48.8068,898780.0
2004-01-09,49.6178,49.7263,49.1209,49.6577,2841849.0
2004-01-12,49.4579,49.9033,49.4579,49.6178,1511450.0
2004-01-13,49.5036,49.9547,49.435,49.9547,815433.0
2004-01-14,49.9661,50.2117,49.7719,50.2003,2066689.0
2004-01-15,50.2288,50.4344,50.029,50.3888,2691615.0
2004-01-16,50.6458,50.7143,50.0347,50.0347,1316390.0
2004-01-20,49.9718,50.2174,49.9718,50.0232,1102420.0
2004-01-21,50.1147,50.1489,49.9376,50.1432,998936.0
2004-01-22,50.2288,50.5315,50.0918,50.5087,776737.0
2004-01-23,50.5772,50.7714,49.8348,49.9033,1788282.0
2004-01-26,49.8576,49.8919,49.4978,49.6006,1119755.0
2004-01-27,49.5321,49.9148,49.5321,49.909,1008742.0
2004-01-28,49.8291,50.1717,49.0352,49.4693,3193448.0
2004-01-29,49.2408,49.4464,49.1266,49.3665,1426178.0
2004-01-30,49.6292,49.8119,49.4578,49.7091,921369.0
2004-02-02,49.5761,49.8227,49.536,49.6048,585213.0
2004-02-03,49.8456,49.8858,49.6621,49.8571,611893.0
2004-02-04,49.7711,49.8112,49.5933,49.7596,1125961.0
2004-02-05,49.7998,49.9374,49.4557,49.5646,1693911.0
2004-02-06,49.9718,50.1496,49.9087,50.1094,1391888.0
2004-02-09,50.2126,50.2585,50.1152,50.2585,475006.0
2004-02-10,50.1668,50.2069,49.9145,49.9775,354336.0
2004-02-11,49.903,50.5797,49.8399,50.3503,2328125.0
2004-02-12,50.379,50.465,50.0406,50.1381,447629.0
2004-02-13,50.3503,50.5223,50.2184,50.3503,895607.0
2004-02-17,50.3847,50.4019,50.1954,50.3159,1123171.0
2004-02-18,50.5223,50.5682,50.2872,50.3847,1727915.0
2004-02-19,50.1954,50.4363,50.161,50.4363,1166417.0
2004-02-20,50.3216,50.3674,50.0062,50.0864,1760874.0
2004-02-23,50.1152,50.3961,50.075,50.3961,878867.0
2004-02-24,50.4937,50.6886,50.3847,50.4879,1640725.0
2004-02-25,50.5911,50.6714,50.4822,50.5682,997967.0
2004-02-26,50.3789,50.442,50.2012,50.4076,695944.0
2004-02-27,50.5911,50.9123,50.442,50.8435,1457803.0
2004-03-01,50.9333,51.0369,50.6915,50.8239,1340621.0
2004-03-02,50.7375,50.7836,50.323,50.5014,1174064.0
2004-03-03,50.3172,50.4611,50.156,50.4093,1247009.0
2004-03-04,50.323,50.6396,50.2884,50.6339,732227.0
2004-03-05,51.6876,51.82,51.5436,51.6127,4845273.0
2004-03-08,51.8545,52.0042,51.82,51.9179,2274142.0
2004-03-09,51.9639,52.3094,51.9294,52.2633,1439792.0
2004-03-10,52.1194,52.3555,52.0964,52.2288,1526456.0
2004-03-11,52.4246,52.4246,51.9064,52.3036,2322250.0
2004-03-12,52.1712,52.2863,51.9466,51.9812,767831.0
2004-03-15,52.0618,52.1885,51.9524,52.0676,1313354.0
2004-03-16,51.987,52.4994,51.8488,52.4994,2386685.0
2004-03-17,52.6663,52.6721,52.3381,52.413,3363280.0
2004-03-18,52.2288,52.4303,52.0503,52.1366,3199326.0
2004-03-19,52.0906,52.1654,51.9409,52.0676,636877.0
2004-03-22,52.1597,52.3842,52.1597,52.3842,1645080.0
2004-03-23,52.3324,52.4764,52.2518,52.4764,976418.0
2004-03-24,52.4879,52.5282,52.3497,52.4476,568621.0
2004-03-25,52.2345,52.3612,52.1942,52.246,892706.0
2004-03-26,52.0963,52.1654,51.5897,51.6933,2394328.0
2004-03-29,51.273,51.3766,51.1866,51.3478,4262063.0
2004-03-30,51.4169,51.4918,51.2845,51.3133,1773255.0
2004-03-31,51.3882,51.607,51.3651,51.5609,2860999.0
2004-04-01,51.4325,51.4788,51.184,51.3921,2264959.0
2004-04-02,50.3632,50.3632,49.947,50.1204,4504485.0
2004-04-05,49.895,49.9354,49.658,49.7274,2461318.0
2004-04-06,49.9413,49.9991,49.8257,49.9991,2933095.0
2004-04-07,49.8834,50.1725,49.8545,49.8834,1141129.0
2004-04-08,49.8083,49.9528,49.6985,49.7389,1546130.0
2004-04-12,49.6002,49.6349,49.4788,49.5598,539251.0
2004-04-13,49.0916,49.1956,48.9991,49.0222,2507680.0
2004-04-14,48.5424,48.9933,48.5424,48.9817,4375598.0
2004-04-15,48.9412,49.0164,48.658,48.6927,2049743.0
2004-04-16,48.947,49.0569,48.791,48.8777,1707369.0
2004-04-19,49.0453,49.08,48.7274,48.7736,1180055.0
2004-04-20,48.7101,48.8026,48.3286,48.3286,2800403.0
2004-04-21,48.3922,48.739,48.3922,48.5656,1321052.0
